"x_position_input","y_position_input","yaw_input","vel_x_input","vel_y_input","vel_w_input","con_x_input","con_z_input","con_time","state_in_time"
-0.600566406127866,0.027059722081512,2.28540119896653,0.667200920111199,-0.475937703254876,-2.17331613194093,-0.565632927796556,-2.04862959322619,29.412,29.405
-0.600566406127866,0.027059722081512,2.28540119896653,0.667200920111199,-0.475937703254876,-2.17331613194093,-0.529788667836168,-2.02468429583999,29.422,29.405
-0.600566406127866,0.027059722081512,2.28540119896653,0.667200920111199,-0.475937703254876,-2.17331613194093,-0.487350766739514,-2.0116900031398,29.431,29.405
-0.600566406127866,0.027059722081512,2.28540119896653,0.667200920111199,-0.475937703254876,-2.17331613194093,-0.468716204302902,-1.998603851504,29.442,29.405
-0.600566406127866,0.027059722081512,2.28540119896653,0.667200920111199,-0.475937703254876,-2.17331613194093,-0.451872480744721,-1.97115003431547,29.452,29.405
-0.57021295604539,0.002608002396338,2.17818827804452,0.549224205134918,-0.491701389190641,-2.13558139456865,-0.402479518604661,-1.92282893202748,29.471,29.453
-0.57021295604539,0.002608002396338,2.17818827804452,0.549224205134918,-0.491701389190641,-2.13558139456865,-0.383774720099624,-1.90053043568563,29.482,29.453
-0.57021295604539,0.002608002396338,2.17818827804452,0.549224205134918,-0.491701389190641,-2.13558139456865,-0.383341787499197,-1.86481675811144,29.49,29.453
-0.545175926945797,-0.0210401016115,2.07414530763059,0.446115069076869,-0.451042850317077,-2.07812366452769,-0.343105695730967,-1.82020054282995,29.501,29.498
-0.545175926945797,-0.0210401016115,2.07414530763059,0.446115069076869,-0.451042850317077,-2.07812366452769,-0.313183019492497,-1.81788340369639,29.509,29.498
-0.545175926945797,-0.0210401016115,2.07414530763059,0.446115069076869,-0.451042850317077,-2.07812366452769,-0.289541744207864,-1.77531538305956,29.521,29.498
-0.545175926945797,-0.0210401016115,2.07414530763059,0.446115069076869,-0.451042850317077,-2.07812366452769,-0.272054765949358,-1.76487378572418,29.531,29.498
